UNIV;JURUSAN;SNBP;PENDAFTAR SNBP;DITERIMA SNBP;KEKETATAN SNBP;SNBT;PENDAFTAR SNBT;DITERIMA SNBT;KEKETATAN SNBT
UPN Veteran Jakarta;TEKNIK ELEKTRO (S1);"90,29";409;21;1:19;"584,9";538;53;1:10
UPN Veteran Jakarta;TEKNIK INDUSTRI (S1);"90,33";608;28;1:22;"621,5";1133;70;1:16
UPN Veteran Jakarta;TEKNIK MESIN (S1);"89,7";388;27;1:14;"589,72";616;68;1:09
UPN Veteran Jakarta;TEKNIK PERKAPALAN (S1);"89,35";162;14;1:12;"562,96";295;35;1:08
UIN Jakarta;AKUNTANSI (S1);"90,49";776;38;1:20;"652,72";804;95;1:08
UIN Jakarta;BAHASA DAN SASTRA INGGRIS (S1);"87,11";378;34;1:11;"608,86";545;85;1:06
UIN Jakarta;BIOLOGI (S1);"85,96";161;30;1:05;"547,99";170;75;1:02
UIN Jakarta;FARMASI (S1);"86,26";869;30;1:29;"667,53";910;75;1:12
UIN Jakarta;FISIKA (S1);"86,04";73;24;1:03;"521,97";66;60;1:01
UIN Jakarta;ILMU EKONOMI DAN STUDI PEMBANGUNAN (S1);"87,85";446;40;1:11;"582,04";455;75;1:06
UIN Jakarta;ILMU HUBUNGAN INTERNASIONAL (S1);"87,91";398;30;1:13;"634,23";612;75;1:08
UIN Jakarta;ILMU HUKUM (S1);"88,12";628;38;1:17;"642,65";749;95;1:08
UIN Jakarta;ILMU KEPERAWATAN (S1);"86,45";824;28;1:29;"647,49";802;70;1:11
UIN Jakarta;ILMU PERPUSTAKAAN (S1);"88,64";397;34;1:12;605;505;
UIN Jakarta;ILMU POLITIK (S1);"89,5";328;39;1:08;"553,42";378;98;1:04
UIN Jakarta;JURNALISTIK (S1);"88,68";349;38;1:09;"553,72";401;95;1:04
UIN Jakarta;KESEHATAN MASYARAKAT (S1);"86,24";574;36;1:16;"634,94";710;90;1:08
UIN Jakarta;KESEJAHTERAAN SOSIAL (S1);"89,84";348;30;1:12;"558,94";426;75;1:06
UIN Jakarta;KIMIA (S1);"85,97";120;30;1:04;"529,28";116;75;1:02
UIN Jakarta;MANAJEMEN (S1);"88,77";1058;41;1:26;"688,6";1106;103;1:11
UIN Jakarta;MATEMATIKA (S1);"85,56";135;30;1:05;"537,06";127;75;1:02
UIN Jakarta;PENDIDIKAN DOKTER (S1);"90,72";769;30;1:26;"701,27";1648;75;1:22
UIN Jakarta;PENDIDIKAN KIMIA (S1);"87,46";91;24;1:04;"528,61";85;60;1:01
UIN Jakarta;PENDIDIKAN MATEMATIKA (S1);"87,36";186;28;1:07;"545,64";158;70;1:02
UIN Jakarta;PSIKOLOGI (S1);"89,93";1037;72;1:14;"696,66";1620;180;1:09
UIN Jakarta;SISTEM INFORMASI (S1);"85,4";526;36;1:15;"662,86";833;90;1:09
UIN Jakarta;SOSIAL EKONOMI PERTANIAN / AGRIBISNIS (S1);"85,06";295;30;1:10;"549,31";337;75;1:04
UIN Jakarta;SOSIOLOGI (S1);"87,7";327;39;1:08;"552,91";362;98;1:04
UIN Jakarta;TEKNIK INFORMATIKA (S1);"91,21";813;30;1:27;"686,22";1021;75;1:14
UIN Jakarta;TEKNIK PERTAMBANGAN (S1);"90,01";287;24;1:12;"549,24";317;60;1:05
