UNIV;JURUSAN;SNBP;PENDAFTAR SNBP;DITERIMA SNBP;KEKETATAN SNBP;SNBT;PENDAFTAR SNBT;DITERIMA SNBT;KEKETATAN SNBT
Universitas Negeri Surabaya;KEDOKTERAN (S1);91;0;10;–;0;0;15;–
Universitas Negeri Surabaya;KEPELATIHAN OLAHRAGA (D4);"85,27";38;31;1:01;"508,83";47;42;1:01
Universitas Negeri Surabaya;KIMIA (S1);"86,99";199;43;1:05;"557,77";197;63;1:03
Universitas Negeri Surabaya;MANAJEMEN (S1);"90,93";2151;79;1:27;"679,05";1950;111;1:18
Universitas Negeri Surabaya;MANAJEMEN (UNESA KAMPUS MAGETAN) (S1);"90,06";0;41;–;0;0;68;–
Universitas Negeri Surabaya;MANAJEMEN INFORMATIKA (D4);"87,69";265;50;1:05;"588,96";326;100;1:03
Universitas Negeri Surabaya;MANAJEMEN OLAHRAGA (S1);"85,07";37;27;1:01;"536,26";120;41;1:03
Universitas Negeri Surabaya;MANAJEMEN PENDIDIKAN (S1);"88,92";405;68;1:06;"626,72";513;118;1:04
Universitas Negeri Surabaya;MASASE (S1);"85,89";0;40;–;0;0;65;–
Universitas Negeri Surabaya;MATEMATIKA (S1);"87,65";239;60;1:04;"578,15";271;81;1:03
Universitas Negeri Surabaya;MUSIK (S1);"85,4";60;27;1:02;"519,69";85;58;1:01
Universitas Negeri Surabaya;PENDIDIKAN ADMINISTRASI PERKANTORAN (S1);"90,04";677;79;1:09;"643,74";623;126;1:05
Universitas Negeri Surabaya;PENDIDIKAN AKUNTANSI (S1);"88,25";327;58;1:06;"611,34";431;90;1:05
Universitas Negeri Surabaya;PENDIDIKAN BAHASA DAN SASTRA INDONESIA (S1);86;753;68;1:11;"649,61";741;108;1:07
Universitas Negeri Surabaya;PENDIDIKAN BAHASA DAN SASTRA JAWA (S1);"88,24";324;38;1:09;"590,8";329;61;1:05
Universitas Negeri Surabaya;PENDIDIKAN BAHASA INGGRIS (S1);"89,71";636;68;1:09;"648,71";736;108;1:07
Universitas Negeri Surabaya;PENDIDIKAN BAHASA JEPANG (S1);"85,45";261;57;1:05;"596,23";350;124;1:03
Universitas Negeri Surabaya;PENDIDIKAN BAHASA JERMAN (S1);"85,29";50;27;1:02;"519,79";86;45;1:02
Universitas Negeri Surabaya;PENDIDIKAN BAHASA MANDARIN (S1);"86,18";111;48;1:02;"547,29";134;75;1:02
Universitas Negeri Surabaya;PENDIDIKAN BIOLOGI (S1);"85,69";454;74;1:06;"602,86";396;105;1:04
Universitas Negeri Surabaya;PENDIDIKAN BISNIS (S1);"87,65";259;27;1:10;"599,16";376;45;1:08
Universitas Negeri Surabaya;PENDIDIKAN EKONOMI (S1);"88,41";344;63;1:05;"580,6";293;90;1:03
Universitas Negeri Surabaya;PENDIDIKAN FISIKA (S1);"86,87";188;49;1:04;"550,01";149;63;1:02
Universitas Negeri Surabaya;PENDIDIKAN GEOGRAFI (S1);"87,97";295;52;1:06;"581,78";310;90;1:03
Universitas Negeri Surabaya;PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI (S1);"85,61";417;81;1:05;"619,23";445;135;1:03
Universitas Negeri Surabaya;PENDIDIKAN GURU SEKOLAH DASAR (S1);"90,88";1680;113;1:15;"674,33";1784;180;1:10
Universitas Negeri Surabaya;PENDIDIKAN GURU SEKOLAH DASAR (UNESA KAMPUS MAGETAN) (S1);"89,12";0;41;–;0;0;68;–
Universitas Negeri Surabaya;PENDIDIKAN ILMU PENGETAHUAN ALAM (S1);"87,94";295;63;1:05;"579,06";278;95;1:03
Universitas Negeri Surabaya;PENDIDIKAN IPS (S1);"88,34";338;46;1:07;"582,36";310;81;1:04
Universitas Negeri Surabaya;"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI (S1)";"86,49";429;79;1:05;"647,44";640;142;1:05
Universitas Negeri Surabaya;"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI (UNESA KAMPUS MAGETAN) (S1)";"88,23";0;27;–;0;0;45;–
Universitas Negeri Surabaya;PENDIDIKAN KEPELATIHAN OLAHRAGA (S1);"88,29";336;111;1:03;"625,21";495;142;1:03
Universitas Negeri Surabaya;PENDIDIKAN KIMIA (S1);"86,87";197;49;1:04;"550,13";154;63;1:02
Universitas Negeri Surabaya;PENDIDIKAN LUAR BIASA (S1);"87,62";212;41;1:05;"563,37";250;61;1:04
Universitas Negeri Surabaya;PENDIDIKAN LUAR SEKOLAH (S1);"86,71";152;41;1:04;"571,15";263;75;1:04
Universitas Negeri Surabaya;PENDIDIKAN MATEMATIKA (S1);"87,24";543;68;1:08;"613,02";444;113;1:04
Universitas Negeri Surabaya;PENDIDIKAN MATEMATIKA (UNESA KAMPUS MAGETAN) (S1);"88,71";0;27;–;0;0;45;–
Universitas Negeri Surabaya;PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN (S1);"88,58";394;47;1:08;"631,36";533;81;1:07
Universitas Negeri Surabaya;PENDIDIKAN SEJARAH (S1);"87,08";396;63;1:06;"591,17";339;90;1:04
Universitas Negeri Surabaya;"PENDIDIKAN SENI DRAMA, TARI, DAN MUSIK (S1)";"86,51";132;37;1:04;"546,3";125;58;1:02
Universitas Negeri Surabaya;PENDIDIKAN SENI RUPA (S1);"86,74";156;37;1:04;"537,22";121;58;1:02
Universitas Negeri Surabaya;PENDIDIKAN TATA BOGA (S1);"89,25";589;70;1:08;"639,72";612;112;1:05
Universitas Negeri Surabaya;PENDIDIKAN TATA BUSANA (S1);"86,42";522;62;1:08;"621,29";481;123;1:04
Universitas Negeri Surabaya;PENDIDIKAN TATA RIAS (S1);"86,33";417;42;1:10;"606,97";418;63;1:07
Universitas Negeri Surabaya;PENDIDIKAN TATA RIAS (UNESA KAMPUS MAGETAN) (S1);"86,31";0;27;–;0;0;45;–
Universitas Negeri Surabaya;PENDIDIKAN TEKNIK BANGUNAN (S1);"85,47";90;32;1:03;"534,54";106;53;1:02
Universitas Negeri Surabaya;PENDIDIKAN TEKNIK ELEKTRO (S1);"85,55";100;32;1:03;"535,71";120;53;1:02
Universitas Negeri Surabaya;PENDIDIKAN TEKNIK MESIN (S1);"86,44";130;32;1:04;"531,01";96;53;1:02
Universitas Negeri Surabaya;PENDIDIKAN TEKNOLOGI INFORMASI (S1);"87,61";201;53;1:04;"557,18";192;88;1:02
Universitas Negeri Surabaya;PSIKOLOGI (S1);"90,92";1775;135;1:13;"686,13";2408;172;1:14
Universitas Negeri Surabaya;SAINS DATA (S1);"87,88";277;68;1:04;"653,1";805;108;1:07
Universitas Negeri Surabaya;SASTRA INDONESIA (S1);"85,58";343;45;1:08;"599,45";377;81;1:05
Universitas Negeri Surabaya;SASTRA INGGRIS (S1);"88,2";594;57;1:10;"652,9";755;79;1:10
Universitas Negeri Surabaya;SASTRA INGGRIS (UNESA KAMPUS MAGETAN) (S1);"86,42";0;27;–;0;0;45;–
Universitas Negeri Surabaya;SASTRA JERMAN (S1);"85,42";71;32;1:02;"549,11";140;45;1:03
Universitas Negeri Surabaya;SENI RUPA MURNI (S1);"85,4";61;21;1:03;"517,27";76;39;1:02
Universitas Negeri Surabaya;SISTEM INFORMASI (S1);"89,29";622;62;1:10;"660,49";1105;98;1:11
Universitas Negeri Surabaya;SOSIOLOGI (S1);"87,21";467;68;1:07;"635,63";561;123;1:05
Universitas Negeri Surabaya;TATA BOGA (D4);"86,37";470;72;1:07;"632,31";554;120;1:05
Universitas Negeri Surabaya;TATA BUSANA (D4);"87,64";219;48;1:05;"566,61";257;88;1:03
Universitas Negeri Surabaya;TEKNIK ELEKTRO (S1);"89,16";419;63;1:07;"619,99";462;95;1:05
Universitas Negeri Surabaya;TEKNIK INFORMATIKA (S1);"90,74";1065;62;1:17;"671,56";1549;98;1:16
Universitas Negeri Surabaya;TEKNIK LISTRIK (D4);"86,57";142;24;1:06;"556,77";191;44;1:04
Universitas Negeri Surabaya;TEKNIK MESIN (D4);"86,52";142;21;1:07;"564,54";256;39;1:07
Universitas Negeri Surabaya;TEKNIK MESIN (S1);"89,22";528;53;1:10;"637,92";577;95;1:06
Universitas Negeri Surabaya;TEKNIK SIPIL (D4);"88,61";160;56;1:03;"594,37";345;80;1:04
Universitas Negeri Surabaya;TEKNIK SIPIL (S1);"90,02";669;70;1:10;"657,14";976;98;1:10
Universitas Negeri Surabaya;TEKNOLOGI PENDIDIKAN (S1);"87,97";296;45;1:07;"584,37";315;82;1:04
Universitas Negeri Surabaya;TRANSPORTASI (D4);"86,5";131;23;1:06;"560,49";203;44;1:05
Politeknik Elektronika Negeri Surabaya;SAINS DATA TERAPAN (D4);-;-;-;-;"649,52";188;24;1:08
Politeknik Elektronika Negeri Surabaya;SISTEM PEMBANGKIT ENERGI (D4);-;-;-;-;"570,53";73;36;1:02
Politeknik Elektronika Negeri Surabaya;TEKNIK ELEKTRO INDUSTRI (D3);-;-;-;-;"581,05";73;24;1:03
Politeknik Elektronika Negeri Surabaya;TEKNIK ELEKTRO INDUSTRI (D4);-;-;-;-;"654,17";209;48;1:04
Politeknik Elektronika Negeri Surabaya;TEKNIK ELEKTRONIKA (D3);-;-;-;-;"558,25";64;24;1:03
Politeknik Elektronika Negeri Surabaya;TEKNIK ELEKTRONIKA (D4);-;-;-;-;"647,97";167;48;1:03
Politeknik Elektronika Negeri Surabaya;TEKNIK INFORMATIKA (D3);-;-;-;-;"601,76";125;24;1:05
Politeknik Elektronika Negeri Surabaya;TEKNIK INFORMATIKA (D4);-;-;-;-;"659,57";431;48;1:09
Politeknik Elektronika Negeri Surabaya;TEKNIK INFORMATIKA (KAMPUS KAB LAMONGAN) (D3);-;-;-;-;"548,24";28;24;1:01
Politeknik Elektronika Negeri Surabaya;TEKNIK INFORMATIKA (KAMPUS KAB SUMENEP) (D3);-;-;-;-;"519,39";3;12;1:00
Politeknik Elektronika Negeri Surabaya;TEKNIK KOMPUTER (D4);-;-;-;-;"625,23";159;36;1:04
Politeknik Elektronika Negeri Surabaya;TEKNIK MEKATRONIKA (D4);-;-;-;-;"608,96";134;36;1:04
Politeknik Elektronika Negeri Surabaya;TEKNIK TELEKOMUNIKASI (D3);-;-;-;-;"555,91";37;24;1:02
Politeknik Elektronika Negeri Surabaya;TEKNIK TELEKOMUNIKASI (D4);-;-;-;-;"587,14";78;48;1:02
Politeknik Elektronika Negeri Surabaya;TEKNOLOGI GAME (D4);-;-;-;-;"619,01";155;48;1:03
Politeknik Elektronika Negeri Surabaya;TEKNOLOGI MULTIMEDIA BROADCASTING (KAMPUS KAB LAMONGAN) (D3);-;-;-;-;"546,66";19;12;1:02
Politeknik Elektronika Negeri Surabaya;TEKNOLOGI MULTIMEDIA BROADCASTING (KAMPUS KAB SUMENEP) (D3);-;-;-;-;"535,75";5;12;1:00
Politeknik Elektronika Negeri Surabaya;TEKNOLOGI MULTIMEDIA DAN BROADCASTING (D3);-;-;-;-;"593,47";98;24;1:04
Politeknik Elektronika Negeri Surabaya;TEKNOLOGI REKAYASA INTERNET (D4);-;-;-;-;"601,42";118;24;1:05
Politeknik Elektronika Negeri Surabaya;TEKNOLOGI REKAYASA MULTIMEDIA (D4);-;-;-;-;"599,8";100;24;1:04
Politeknik Perkapalan Negeri Surabaya;MANAJEMEN BISNIS (D4);-;-;-;-;"543,6";189;77;1:02
Politeknik Perkapalan Negeri Surabaya;TEKNIK BANGUNAN KAPAL (D3);-;-;-;-;"504,68";19;26;1:01
Politeknik Perkapalan Negeri Surabaya;TEKNIK DESAIN DAN MANUFAKTUR (D4);-;-;-;-;"532,42";111;39;1:03
Politeknik Perkapalan Negeri Surabaya;TEKNIK KELISTRIKAN KAPAL (D3);-;-;-;-;"506,11";22;26;1:01
Politeknik Perkapalan Negeri Surabaya;TEKNIK KELISTRIKAN KAPAL (D4);-;-;-;-;"515,61";52;39;1:01
Politeknik Perkapalan Negeri Surabaya;TEKNIK KESELAMATAN DAN KESEHATAN KERJA (D4);-;-;-;-;"544,64";536;77;1:07
Politeknik Perkapalan Negeri Surabaya;TEKNIK OTOMASI (D4);-;-;-;-;"516,46";76;52;1:01
Politeknik Perkapalan Negeri Surabaya;TEKNIK PENGELASAN (D4);-;-;-;-;"540,69";176;39;1:05
Politeknik Perkapalan Negeri Surabaya;TEKNIK PENGOLAHAN LIMBAH (D4);-;-;-;-;"533,3";112;52;1:02
Politeknik Perkapalan Negeri Surabaya;TEKNIK PERANCANGAN DAN KONSTRUKSI KAPAL (D3);-;-;-;-;"506,44";23;26;1:01
Politeknik Perkapalan Negeri Surabaya;TEKNIK PERANCANGAN DAN KONSTRUKSI KAPAL (D4);-;-;-;-;"535,68";121;52;1:02
Politeknik Perkapalan Negeri Surabaya;TEKNIK PERMESINAN KAPAL (D3);-;-;-;-;"514,58";42;26;1:02
Politeknik Perkapalan Negeri Surabaya;TEKNIK PERMESINAN KAPAL (D4);-;-;-;-;"540,63";136;39;1:03
Politeknik Perkapalan Negeri Surabaya;TEKNIK PERPIPAAN (D4);-;-;-;-;"524,15";91;52;1:02
Politeknik Perkapalan Negeri Surabaya;TEKNOLOGI REKAYASA ENERGI BERKELANJUTAN (D4);-;-;-;-;0;0;26;–
Politeknik Perkapalan Negeri Surabaya;TEKNOLOGI REKAYASA KONSTRUKSI PERKAPALAN (D4);-;-;-;-;0;0;13;–
UIN SUNAN AMPEL Surabaya;AKUNTANSI (S1);"87,82";327;28;1:12;"614,48";274;70;1:04
UIN SUNAN AMPEL Surabaya;ARSITEKTUR (S1);"83,04";86;15;1:06;"550,01";119;38;1:03
UIN SUNAN AMPEL Surabaya;BIOLOGI (S1);"83,16";93;15;1:06;"523,13";62;38;1:02
UIN SUNAN AMPEL Surabaya;GIZI (S1);"87,42";279;21;1:13;"620,47";279;53;1:05
UIN SUNAN AMPEL Surabaya;HUBUNGAN INTERNASIONAL (S1);"84,75";167;24;1:07;"601,05";199;60;1:03
UIN SUNAN AMPEL Surabaya;HUKUM (S1);"87,59";315;32;1:10;"621,93";316;80;1:04
UIN SUNAN AMPEL Surabaya;ILMU EKONOMI (S1);"87,31";271;21;1:13;"611,46";201;53;1:04
UIN SUNAN AMPEL Surabaya;ILMU KELAUTAN (S1);"82,91";68;15;1:05;"540,7";98;38;1:03
UIN SUNAN AMPEL Surabaya;ILMU KOMUNIKASI (S1);"88,42";404;34;1:12;"622,04";396;85;1:05
UIN SUNAN AMPEL Surabaya;ILMU POLITIK (S1);"84,31";146;29;1:05;"529,41";96;70;1:01
UIN SUNAN AMPEL Surabaya;MANAJEMEN (S1);"88,54";614;28;1:22;"627,33";461;70;1:07
UIN SUNAN AMPEL Surabaya;MATEMATIKA (S1);"82,37";62;15;1:04;"508,18";43;38;1:01
UIN SUNAN AMPEL Surabaya;PENDIDIKAN BAHASA INGGRIS (S1);"86,9";200;21;1:10;"592,72";188;53;1:04
UIN SUNAN AMPEL Surabaya;PENDIDIKAN ILMU PENGETAHUAN ALAM (S1);"84,01";141;14;1:10;"545,56";103;35;1:03
UIN SUNAN AMPEL Surabaya;PENDIDIKAN MATEMATIKA (S1);"83,54";135;21;1:06;"527,58";86;53;1:02
UIN SUNAN AMPEL Surabaya;PSIKOLOGI (S1);"88,78";624;42;1:15;"634,78";608;105;1:06
UIN SUNAN AMPEL Surabaya;SASTRA INDONESIA (S1);"86,24";176;22;1:08;"564,2";143;55;1:03
UIN SUNAN AMPEL Surabaya;SASTRA INGGRIS (S1);"85,42";172;22;1:08;"570,4";153;55;1:03
UIN SUNAN AMPEL Surabaya;SISTEM INFORMASI (S1);"86,69";199;21;1:09;"611,91";233;53;1:04
UIN SUNAN AMPEL Surabaya;SOSIOLOGI (S1);"86,56";184;32;1:06;"581,19";154;80;1:02
UIN SUNAN AMPEL Surabaya;TEKNIK LINGKUNGAN (S1);"83,45";116;15;1:08;"555,83";133;38;1:04
UIN SUNAN AMPEL Surabaya;TEKNIK SIPIL (S1);"84,51";150;14;1:11;"588,89";171;35;1:05
Universitas Brawijaya;ADMINISTRASI BISNIS (D3);"85,28";57;60;1:01;"602,21";263;90;1:03
Universitas Brawijaya;ADMINISTRASI BISNIS (S1);"93,86";1135;93;1:12;"705,95";1827;140;1:13
Universitas Brawijaya;ADMINISTRASI PENDIDIKAN (S1);"86,82";134;22;1:06;"594,69";253;33;1:08
Universitas Brawijaya;ADMINISTRASI PUBLIK (S1);"93,56";742;82;1:09;"693,92";1349;123;1:11
Universitas Brawijaya;AGRIBISNIS (S1);"92,84";602;104;1:06;"673,2";914;156;1:06
Universitas Brawijaya;AGRIBISNIS (PSDKU KEDIRI) (S1);"89,03";243;28;1:09;"591,32";240;42;1:06
Universitas Brawijaya;AGROBISNIS PERIKANAN (S1);"88,26";163;42;1:04;"608,83";318;63;1:05
Universitas Brawijaya;AGROEKOTEKNOLOGI (S1);"93,18";630;179;1:04;"677,45";1111;269;1:04
Universitas Brawijaya;AGROEKOTEKNOLOGI (PSDKU KEDIRI) (S1);"87,9";159;28;1:06;"577,07";175;42;1:04
Universitas Brawijaya;AKUAKULTUR (PSDKU KEDIRI) (S1);"86,37";115;28;1:04;"568,07";151;42;1:04
Universitas Brawijaya;AKUNTANSI (S1);"94,7";1614;86;1:19;"710,17";1970;129;1:15
Universitas Brawijaya;ANTROPOLOGI (S1);"88,11";160;20;1:08;"604,32";295;30;1:10
Universitas Brawijaya;ARSITEKTUR (S1);"92,78";572;37;1:15;"669,18";871;56;1:16
Universitas Brawijaya;BAHASA DAN SASTRA PRANCIS (S1);"85,32";61;20;1:03;"564,69";134;30;1:04
Universitas Brawijaya;BIOLOGI (S1);"88,62";206;39;1:05;"590,78";240;59;1:04
Universitas Brawijaya;BIOTEKNOLOGI (S1);"91,88";421;36;1:12;"630,17";498;54;1:09
Universitas Brawijaya;BUDIDAYA PERAIRAN (S1);"87,35";148;42;1:04;"577,52";191;63;1:03
Universitas Brawijaya;DESAIN GRAFIS (D4);"88,38";187;40;1:05;"609,65";324;60;1:05
Universitas Brawijaya;EKONOMI ISLAM (S1);"88,47";199;31;1:06;"628,24";418;47;1:09
Universitas Brawijaya;EKONOMI PEMBANGUNAN (S1);"91,27";376;34;1:11;"653,61";606;51;1:12
Universitas Brawijaya;"EKONOMI, KEUANGAN DAN PERBANKAN (S1)";"92,74";532;47;1:11;"654,61";685;71;1:10
Universitas Brawijaya;FARMASI (S1);"93,87";1220;30;1:41;"703,75";1472;45;1:33
Universitas Brawijaya;FISIKA (S1);"86,09";82;22;1:04;"564,22";107;33;1:03
Universitas Brawijaya;HUBUNGAN INTERNASIONAL (S1);"93,79";1086;51;1:21;"695,68";1402;77;1:18
Universitas Brawijaya;ILMU AKTUARIA (S1);"90,42";293;20;1:15;"617,51";397;30;1:13
Universitas Brawijaya;ILMU GIZI (S1);"93,77";1013;36;1:28;"677,46";1181;54;1:22
Universitas Brawijaya;ILMU HUKUM (S1);"94,58";1569;121;1:13;"717,8";3156;182;1:17
Universitas Brawijaya;ILMU KELAUTAN (S1);"88,54";202;42;1:05;"615,29";391;63;1:06
Universitas Brawijaya;ILMU KEPERAWATAN (S1);"94,09";1237;44;1:28;"692,93";1319;66;1:20
Universitas Brawijaya;ILMU KOMUNIKASI (S1);"94,44";1379;59;1:23;"710,93";2131;89;1:24
Universitas Brawijaya;ILMU PEMERINTAHAN (S1);"91,35";384;36;1:11;"642,3";542;54;1:10
Universitas Brawijaya;ILMU PERPUSTAKAAN (S1);"89,01";236;22;1:11;"619,47";397;33;1:12
Universitas Brawijaya;ILMU POLITIK (S1);"90,42";317;37;1:09;"652,98";548;56;1:10
Universitas Brawijaya;INSTRUMENTASI (S1);"85,79";64;22;1:03;"564,89";142;33;1:04
Universitas Brawijaya;KEBIDANAN (S1);"93,31";672;30;1:22;"653,93";660;45;1:15
Universitas Brawijaya;KEDOKTERAN (S1);"94,85";1941;60;1:32;"719,81";3305;90;1:37
Universitas Brawijaya;KEHUTANAN (S1);"90,23";273;20;1:14;"636,3";515;30;1:17
Universitas Brawijaya;KEUANGAN DAN PERBANKAN (D3);"85,48";63;54;1:01;"578,95";197;81;1:02
Universitas Brawijaya;KEWIRAUSAHAAN (S1);"90,8";349;20;1:17;"651,19";543;30;1:18
Universitas Brawijaya;KIMIA (S1);"88,63";227;44;1:05;"591,89";252;66;1:04
Universitas Brawijaya;MANAJEMEN (S1);"94,7";1592;74;1:22;"712,89";2308;111;1:21
Universitas Brawijaya;MANAJEMEN PERHOTELAN (D4);"89,25";247;40;1:06;"611,58";326;60;1:05
Universitas Brawijaya;MANAJEMEN SUMBERDAYA PERAIRAN (S1);"87,58";153;42;1:04;"604,24";292;63;1:05
Universitas Brawijaya;MATEMATIKA (S1);"88,97";232;40;1:06;"608,21";303;60;1:05
Universitas Brawijaya;PARIWISATA (S1);"93,29";634;33;1:19;"670,85";904;50;1:18
Universitas Brawijaya;PEMANFAATAN SUMBERDAYA PERIKANAN (S1);"86,33";108;42;1:03;"569,5";161;63;1:03
Universitas Brawijaya;PENDIDIKAN BAHASA INGGRIS (S1);"86,78";282;38;1:07;"622,86";409;57;1:07
Universitas Brawijaya;PENDIDIKAN BAHASA JEPANG (S1);"86,06";71;18;1:04;"564,48";124;27;1:05
Universitas Brawijaya;PENDIDIKAN BHS & SASTRA INDONESIA (S1);"88,44";188;25;1:08;"613,54";331;38;1:09
Universitas Brawijaya;PENDIDIKAN DOKTER GIGI (S1);"93,7";828;33;1:25;"697,09";1415;50;1:28
Universitas Brawijaya;PENDIDIKAN DOKTER HEWAN (S1);"92,51";465;48;1:10;"671,48";913;72;1:13
Universitas Brawijaya;PENDIDIKAN TEKNOLOGI INFORMASI (S1);"86,33";111;27;1:04;"572,57";173;41;1:04
Universitas Brawijaya;PERENCANAAN WILAYAH & KOTA (S1);"91,63";417;37;1:11;"663,36";727;56;1:13
Universitas Brawijaya;PERPAJAKAN (S1);"93,63";807;55;1:15;"686,02";1266;83;1:15
Universitas Brawijaya;PETERNAKAN (S1);"85,9";617;163;1:04;"676,77";1034;245;1:04
Universitas Brawijaya;PETERNAKAN (PSDKU KEDIRI) (S1);"87,44";152;28;1:05;"569,73";163;42;1:04
Universitas Brawijaya;PSIKOLOGI (S1);"94,74";1644;61;1:27;"719,56";3248;92;1:35
Universitas Brawijaya;SAINS DATA (S1);"86,99";137;12;1:11;"629,37";427;18;1:24
Universitas Brawijaya;SASTRA CINA (S1);"86,2";87;22;1:04;"572,07";172;33;1:05
Universitas Brawijaya;SASTRA INGGRIS (S1);"88,82";574;50;1:11;"666,22";785;75;1:10
Universitas Brawijaya;SASTRA JEPANG (S1);"89,25";254;32;1:08;"633,46";503;48;1:10
Universitas Brawijaya;SENI RUPA MURNI (S1);"85,06";51;15;1:03;"560,61";86;23;1:04
Universitas Brawijaya;SISTEM INFORMASI (S1);"93,73";859;50;1:17;"704,33";1498;75;1:20
Universitas Brawijaya;SOSIAL EKONOMI PERIKANAN (PSDKU KEDIRI) (S1);"86,26";94;28;1:03;"563,94";91;42;1:02
Universitas Brawijaya;SOSIOLOGI (S1);"89,53";272;37;1:07;"640,88";518;56;1:09
Universitas Brawijaya;STATISTIKA (S1);"92,78";573;44;1:13;"670,43";902;66;1:14
Universitas Brawijaya;TEKNIK ELEKTRO (S1);"91,4";404;44;1:09;"656,11";709;66;1:11
Universitas Brawijaya;TEKNIK GEOFISIKA (S1);"87,01";143;21;1:07;"587,5";205;32;1:06
Universitas Brawijaya;TEKNIK INDUSTRI (S1);"93,39";690;44;1:16;"688,02";1309;66;1:20
Universitas Brawijaya;TEKNIK INDUSTRI PERTANIAN (S1);"90,96";351;70;1:05;"634,17";506;105;1:05
Universitas Brawijaya;TEKNIK INFORMATIKA (S1);"94,35";1322;53;1:25;"717,47";2312;80;1:29
Universitas Brawijaya;TEKNIK KIMIA (S1);"90,53";332;30;1:11;"615,07";383;45;1:09
Universitas Brawijaya;TEKNIK KOMPUTER (S1);"92,29";450;36;1:13;"665,92";753;54;1:14
Universitas Brawijaya;TEKNIK LINGKUNGAN (S1);"91,36";397;40;1:10;"667,02";865;60;1:14
Universitas Brawijaya;TEKNIK MESIN (S1);"91,52";408;44;1:09;"665,11";737;66;1:11
Universitas Brawijaya;TEKNIK PENGAIRAN (S1);"88,32";169;37;1:05;"602,87";282;56;1:05
Universitas Brawijaya;TEKNIK PERTANIAN DAN BIOSISTEM (S1);"88,17";161;33;1:05;"592,3";253;50;1:05
Universitas Brawijaya;TEKNIK SIPIL (S1);"93,06";604;37;1:16;"675,54";993;56;1:18
Universitas Brawijaya;TEKNOLOGI BIOPROSES (S1);"86,42";133;25;1:05;"611,81";328;38;1:09
Universitas Brawijaya;TEKNOLOGI HASIL PERIKANAN (S1);"88,33";175;42;1:04;"591,51";244;63;1:04
Universitas Brawijaya;TEKNOLOGI INFORMASI (D3);"85,64";63;60;1:01;"585,82";200;90;1:02
Universitas Brawijaya;TEKNOLOGI INFORMASI (S1);"90,52";326;34;1:10;"666,69";813;51;1:16
Universitas Brawijaya;TEKNOLOGI PANGAN (S1);"88,9";712;50;1:14;"667,97";866;75;1:12
Universitas Negeri Malang;ADMINISTRASI PENDIDIKAN (S1);"89,08";388;48;1:08;"623,59";393;66;1:06
Universitas Negeri Malang;AKUNTANSI (D4);"88,12";75;25;1:03;"540,51";128;30;1:04
Universitas Negeri Malang;AKUNTANSI (S1);"91,02";1093;65;1:17;"697,75";976;78;1:13
Universitas Negeri Malang;ANIMASI (D4);"86,12";66;33;1:02;"544,27";140;39;1:04
Universitas Negeri Malang;BAHASA DAN SASTRA INDONESIA (S1);"87,04";348;33;1:11;"617,3";372;39;1:10
Universitas Negeri Malang;BAHASA DAN SASTRA INGGRIS (S1);"89,12";406;30;1:14;"683,19";537;36;1:15
Universitas Negeri Malang;BIMBINGAN DAN KONSELING (S1);"87,11";693;48;1:14;"695,51";748;57;1:13
Universitas Negeri Malang;BIOLOGI (S1);"85,07";157;39;1:04;"557,28";177;46;1:04
Universitas Negeri Malang;BIOTEKNOLOGI (S1);"85,43";194;18;1:11;"604,85";266;21;1:13
Universitas Negeri Malang;DESAIN KOMUNIKASI VISUAL (S1);"89,96";522;48;1:11;"691,34";723;57;1:13
Universitas Negeri Malang;DESAIN MODE (D4);"83,47";81;18;1:05;"547,72";140;21;1:07
Universitas Negeri Malang;EKONOMI DAN STUDI PEMBANGUNAN (S1);"89,72";450;42;1:11;"654,98";490;51;1:10
Universitas Negeri Malang;FISIKA (S1);"83,37";71;51;1:01;"524,98";77;59;1:01
Universitas Negeri Malang;GEOGRAFI (S1);"86,05";226;35;1:06;"599,68";259;42;1:06
Universitas Negeri Malang;GIZI (S1);"90,34";343;20;1:17;"676,79";536;24;1:22
Universitas Negeri Malang;ILMU KEOLAHRAGAAN (S1);"83,83";104;54;1:02;"541,61";133;63;1:02
Universitas Negeri Malang;ILMU KESEHATAN MASYARAKAT (S1);"90,74";882;95;1:09;"698,13";1090;114;1:10
Universitas Negeri Malang;ILMU KOMUNIKASI (S1);"88,12";1029;35;1:29;"709,13";1937;45;1:43
Universitas Negeri Malang;ILMU PERPUSTAKAAN (S1);"86,75";278;30;1:09;"614,68";359;36;1:10
Universitas Negeri Malang;ILMU SEJARAH (S1);"85,37";172;18;1:10;"562,5";192;21;1:09
Universitas Negeri Malang;KEBIDANAN (S1);"91,79";0;10;–;0;0;15;–
Universitas Negeri Malang;KEDOKTERAN (S1);"91,55";0;10;–;0;0;15;–
Universitas Negeri Malang;KEPERAWATAN (S1);"91,78";0;10;–;0;0;15;–
Universitas Negeri Malang;KIMIA (S1);"85,29";166;51;1:03;"533,96";122;59;1:02
Universitas Negeri Malang;MANAJEMEN (S1);"91,34";1924;77;1:25;"703,08";1889;93;1:20
Universitas Negeri Malang;MANAJEMEN PEMASARAN (D4);"83,95";113;25;1:05;"563,51";193;30;1:06
